,movie,popularity,production_budget,domestic_gross,worldwide_gross,release_month,movie_id,primary_title,start_year,runtime_minutes,averagerating,numvotes,genre_list,genre_rating
3199,30 Minutes or Less,11.315,28000000,37053924,40966716,8,tt1622547,30 Minutes or Less,2011,83.0,6.1,87254.0,Crime,6.35955334987593
3200,Legend,10.542,25000000,15502112,23506237,4,tt3569230,Legend,2015,132.0,7.0,138947.0,Crime,6.35955334987593
3201,Legend,10.542,25000000,1872994,42425450,4,tt3569230,Legend,2015,132.0,7.0,138947.0,Crime,6.35955334987593
3202,Legend,10.542,25000000,15502112,23506237,4,tt3569230,Legend,2015,132.0,7.0,138947.0,Crime,6.35955334987593
3203,Legend,10.542,25000000,1872994,42425450,4,tt3569230,Legend,2015,132.0,7.0,138947.0,Crime,6.35955334987593
3204,Legend,10.195,25000000,15502112,23506237,11,tt3569230,Legend,2015,132.0,7.0,138947.0,Crime,6.35955334987593
3205,Legend,10.195,25000000,1872994,42425450,11,tt3569230,Legend,2015,132.0,7.0,138947.0,Crime,6.35955334987593
3206,Legend,10.542,25000000,15502112,23506237,4,tt3569230,Legend,2015,132.0,7.0,138947.0,Crime,6.35955334987593
3207,Legend,10.542,25000000,1872994,42425450,4,tt3569230,Legend,2015,132.0,7.0,138947.0,Crime,6.35955334987593
3208,Legend,10.195,25000000,15502112,23506237,11,tt3569230,Legend,2015,132.0,7.0,138947.0,Crime,6.35955334987593
3209,Legend,10.195,25000000,1872994,42425450,11,tt3569230,Legend,2015,132.0,7.0,138947.0,Crime,6.35955334987593
3210,The Guard,10.177,6000000,5359774,21197454,7,tt1540133,The Guard,2011,96.0,7.3,75183.0,Crime,6.35955334987593
3213,Machine Gun Preacher,9.12,30000000,538690,3721988,9,tt1586752,Machine Gun Preacher,2011,129.0,6.8,60074.0,Crime,6.35955334987593
3214,A Lonely Place to Die,9.104,4000000,0,442550,4,tt1422136,A Lonely Place to Die,2011,99.0,6.3,25547.0,Crime,6.35955334987593
3215,Nine Dead,8.882,2000000,0,0,3,tt0959329,Nine Dead,2010,98.0,5.5,11358.0,Crime,6.35955334987593
3216,Hodejegerne,8.836,5250000,1200010,20188740,12,tt1614989,Headhunters,2011,96.0,7.6,91246.0,Crime,6.35955334987593
3217,J. Edgar,8.628,35000000,37306030,84606030,11,tt1616195,J. Edgar,2011,137.0,6.6,115925.0,Crime,6.35955334987593
3219,Red State,7.816,4000000,1065429,1983596,9,tt0873886,Red State,2011,88.0,6.2,59266.0,Crime,6.35955334987593
3220,Trust,7.805,4000000,120016,120016,4,tt1529572,Trust,2010,106.0,6.9,39422.0,Crime,6.35955334987593
3222,Polisse,7.682,8900000,176988,22744132,11,tt1661420,Polisse,2011,127.0,7.3,12506.0,Crime,6.35955334987593
3223,The Son of No One,7.586,15000000,30680,1148578,11,tt1535612,The Son of No One,2011,90.0,5.1,15743.0,Crime,6.35955334987593
3224,Bernie,7.518,6000000,9204489,10106975,4,tt1704573,Bernie,2011,99.0,6.8,53765.0,Crime,6.35955334987593
3225,Bernie,7.518,6000000,9204489,10106975,4,tt1704573,Bernie,2011,99.0,6.8,53765.0,Crime,6.35955334987593
3226,Dylan Dog: Dead of Night,7.507999999999999,20000000,1186538,6093725,11,tt1013860,Dylan Dog: Dead of Night,2010,107.0,5.1,14120.0,Crime,6.35955334987593
3227,Kill the Irishman,7.13,12000000,1188194,1188194,3,tt1416801,Kill the Irishman,2011,106.0,7.1,41504.0,Crime,6.35955334987593
3228,The Conspirator,6.492999999999999,25000000,11538204,15907411,4,tt0968264,The Conspirator,2010,122.0,6.9,26416.0,Crime,6.35955334987593
3233,Fast Five,2.097,125000000,210031325,630163454,4,tt1596343,Fast Five,2011,130.0,7.3,329892.0,Crime,6.35955334987593
3234,The Family,2.0,30000000,36918811,51078541,3,tt2404311,The Family,2013,111.0,6.3,102576.0,Crime,6.35955334987593
3236,The Family,11.571,30000000,36918811,51078541,9,tt2404311,The Family,2013,111.0,6.3,102576.0,Crime,6.35955334987593
3241,Wild Card,0.917,30000000,3200,4315789,1,tt2231253,Wild Card,2015,92.0,5.6,46463.0,Crime,6.35955334987593
3242,Wild Card,22.504,30000000,3200,4315789,1,tt2231253,Wild Card,2015,92.0,5.6,46463.0,Crime,6.35955334987593
3243,Nerve,0.6,20000000,38583626,70652284,12,tt3531824,Nerve,2016,96.0,6.5,102782.0,Crime,6.35955334987593
3244,Nerve,0.6,20000000,38583626,70652284,12,tt3531824,Nerve,2016,96.0,6.5,102782.0,Crime,6.35955334987593
3245,Nerve,14.508,20000000,38583626,70652284,7,tt3531824,Nerve,2016,96.0,6.5,102782.0,Crime,6.35955334987593
3246,Jack Reacher,18.312,60000000,80070736,217370736,12,tt0790724,Jack Reacher,2012,130.0,7.0,284547.0,Crime,6.35955334987593
3247,Looper,16.779,30000000,66486205,170466405,9,tt1276104,Looper,2012,113.0,7.4,500595.0,Crime,6.35955334987593
3248,Safe,15.622,33000000,17142080,41495213,4,tt1656190,Safe,2012,94.0,6.5,96388.0,Crime,6.35955334987593
3249,21 Jump Street,14.835999999999999,42000000,138447667,202812429,3,tt1232829,21 Jump Street,2012,109.0,7.2,477771.0,Crime,6.35955334987593
3250,Killer Joe,13.742,10000000,1291645,4659110,7,tt1726669,Killer Joe,2011,102.0,6.7,67842.0,Crime,6.35955334987593
3251,Dredd,13.222999999999999,45000000,13414714,41467606,9,tt1343727,Dredd,2012,95.0,7.1,234616.0,Crime,6.35955334987593
3252,End of Watch,13.152000000000001,15000000,41003371,57586606,9,tt1855199,End of Watch,2012,109.0,7.6,211308.0,Crime,6.35955334987593
3253,Safe House,13.116,85000000,126181630,208542162,2,tt1599348,Safe House,2012,115.0,6.8,192655.0,Crime,6.35955334987593
3254,Premium Rush,12.484000000000002,35000000,20275446,31393201,8,tt1547234,Premium Rush,2012,91.0,6.5,105279.0,Crime,6.35955334987593
3255,Contraband,12.357000000000001,25000000,66528000,98406855,1,tt1524137,Contraband,2012,109.0,6.5,111709.0,Crime,6.35955334987593
3256,Lawless,12.147,26000000,37397291,54393687,8,tt1212450,Lawless,2012,116.0,7.3,214055.0,Crime,6.35955334987593
3257,Killing Them Softly,11.298,15000000,14945541,39238443,11,tt1764234,Killing Them Softly,2012,97.0,6.2,124086.0,Crime,6.35955334987593
3258,Man on a Ledge,11.263,42000000,18620000,49621440,1,tt1568338,Man on a Ledge,2012,102.0,6.6,137507.0,Crime,6.35955334987593
3259,The Iceman,11.248,10000000,1930282,3623609,9,tt1491044,The Iceman,2012,106.0,6.9,65571.0,Crime,6.35955334987593
3260,Seven Psychopaths,10.967,13500000,15024049,33035736,10,tt1931533,Seven Psychopaths,2012,110.0,7.2,223493.0,Crime,6.35955334987593
3261,Alex Cross,9.962,35000000,25888412,35426759,10,tt1712170,Alex Cross,2012,101.0,5.1,30951.0,Crime,6.35955334987593
3262,Stolen,9.812999999999999,35000000,289773,17967746,9,tt1656186,Stolen,2012,96.0,5.5,41313.0,Crime,6.35955334987593
3264,Deadfall,9.491,6000000,66351,1673635,12,tt1667310,Deadfall,2012,95.0,6.3,36491.0,Crime,6.35955334987593
3265,One for the Money,8.62,42000000,26414527,36197221,1,tt1598828,One for the Money,2012,91.0,5.3,38473.0,Crime,6.35955334987593
3266,The Paperboy,8.142999999999999,12500000,677200,4027663,10,tt1496422,The Paperboy,2012,107.0,5.8,33940.0,Crime,6.35955334987593
3267,Savages,7.504,45000000,47323100,82513490,7,tt1615065,Savages,2012,131.0,6.5,115793.0,Crime,6.35955334987593
3268,Robot & Frank,7.485,2500000,3317468,4934356,8,tt1990314,Robot & Frank,2012,89.0,7.1,59229.0,Crime,6.35955334987593
3269,Kill List,7.0360000000000005,800000,29063,462206,1,tt1788391,Kill List,2011,95.0,6.4,32807.0,Crime,6.35955334987593
3270,Compliance,6.93,270000,319285,830700,8,tt1971352,Compliance,2012,90.0,6.4,28703.0,Crime,6.35955334987593
3289,Survivor,3.412,20000000,0,1703281,8,tt3247714,Survivor,2015,96.0,5.6,28614.0,Crime,6.35955334987593
3291,Survivor,21.021,20000000,0,1703281,5,tt3247714,Survivor,2015,96.0,5.6,28614.0,Crime,6.35955334987593
3294,Highway,2.4090000000000003,2000000,0,0,9,tt2980794,Highway,2014,133.0,7.7,23434.0,Crime,6.35955334987593
3308,The Wolf of Wall Street,29.518,100000000,116900694,389870414,12,tt0993846,The Wolf of Wall Street,2013,180.0,8.2,1035358.0,Crime,6.35955334987593
3309,Escape Plan,17.88,70000000,25135965,103735965,10,tt1211956,Escape Plan,2013,115.0,6.7,211587.0,Crime,6.35955334987593
3310,Bullet to the Head,17.574,55000000,9489829,22597969,2,tt1308729,Bullet to the Head,2012,92.0,5.7,44816.0,Crime,6.35955334987593
3311,The Heat,16.912,43000000,159581587,229727774,6,tt2404463,The Heat,2013,117.0,6.6,153501.0,Crime,6.35955334987593
3312,Now You See Me,16.646,75000000,117723989,342769200,5,tt1670345,Now You See Me,2013,115.0,7.3,553156.0,Crime,6.35955334987593
3313,Pain & Gain,16.509,26000000,49875291,81275291,4,tt1980209,Pain & Gain,2013,129.0,6.4,187820.0,Crime,6.35955334987593
3314,RED 2,14.994000000000002,84000000,53262560,141507355,7,tt1821694,RED 2,2013,116.0,6.6,148846.0,Crime,6.35955334987593
3315,Parker,14.95,35000000,17616641,48543388,1,tt1904996,Parker,2013,118.0,6.2,105529.0,Crime,6.35955334987593
3316,2 Guns,14.8,61000000,75612460,132493015,8,tt1272878,2 Guns,2013,109.0,6.7,182025.0,Crime,6.35955334987593
3317,Kick-Ass 2,14.793,28000000,28795985,63129909,8,tt1650554,Kick-Ass 2,2013,103.0,6.6,238832.0,Crime,6.35955334987593
3318,We're the Millers,14.745999999999999,37000000,150394119,267816276,8,tt1723121,We're the Millers,2013,110.0,7.0,371759.0,Crime,6.35955334987593
3320,Prisoners,14.357999999999999,46000000,61002302,113402302,9,tt1392214,Prisoners,2013,153.0,8.1,526273.0,Crime,6.35955334987593
3321,Broken City,13.645999999999999,35000000,19701164,34480045,1,tt1235522,Broken City,2013,109.0,6.2,71704.0,Crime,6.35955334987593
3322,Identity Thief,13.552999999999999,35000000,134506920,175361578,2,tt2024432,Identity Thief,2013,111.0,5.7,115624.0,Crime,6.35955334987593
3323,Gangster Squad,13.029000000000002,60000000,46000903,104100903,1,tt1321870,Gangster Squad,2013,113.0,6.7,195560.0,Crime,6.35955334987593
3324,The Place Beyond the Pines,12.96,15000000,21403519,47011449,3,tt1817273,The Place Beyond the Pines,2012,140.0,7.3,226765.0,Crime,6.35955334987593
3325,American Hustle,12.481,40000000,150117807,257878294,12,tt1800241,American Hustle,2013,138.0,7.2,418221.0,Crime,6.35955334987593
3326,American Hustle,12.481,40000000,150117807,257878294,12,tt1800241,American Hustle,2013,138.0,7.2,418221.0,Crime,6.35955334987593
3327,The Call,11.315,12800000,51872378,69821476,3,tt1911644,The Call,2013,94.0,6.7,103780.0,Crime,6.35955334987593
3328,Getaway,10.793,18000000,10501938,11813989,8,tt2167202,Getaway,2013,90.0,4.4,22157.0,Crime,6.35955334987593
3329,Spring Breakers,10.690999999999999,5000000,14124286,31149251,3,tt2101441,Spring Breakers,2012,94.0,5.3,126504.0,Crime,6.35955334987593
3330,The Counselor,10.55,25000000,16973715,71009334,10,tt2193215,The Counselor,2013,117.0,5.3,92096.0,Crime,6.35955334987593
3331,Runner Runner,10.442,30000000,19316646,60512680,10,tt2364841,Runner Runner,2013,88.0,5.6,58235.0,Crime,6.35955334987593
3332,Machete Kills,10.36,20000000,8008161,18273009,10,tt2002718,Machete Kills,2013,107.0,5.6,69968.0,Crime,6.35955334987593
3333,Dead Man Down,10.349,30000000,10895295,19599974,3,tt2101341,Dead Man Down,2013,118.0,6.5,61238.0,Crime,6.35955334987593
3334,The Frozen Ground,10.34,19200000,0,5617460,8,tt2005374,The Frozen Ground,2013,105.0,6.4,51915.0,Crime,6.35955334987593
3335,Only God Forgives,10.196,4800000,775849,4494560,7,tt1602613,Only God Forgives,2013,90.0,5.7,100318.0,Crime,6.35955334987593
3336,Trance,9.571,16000000,2322593,22594052,4,tt1924429,Trance,2013,101.0,6.9,104951.0,Crime,6.35955334987593
3337,Trance,9.571,950000,0,0,4,tt1924429,Trance,2013,101.0,6.9,104951.0,Crime,6.35955334987593
3338,Side Effects,9.426,30000000,32172757,66742138,2,tt2053463,Side Effects,2013,106.0,7.1,168466.0,Crime,6.35955334987593
3339,Side Effects,9.426,200000,44701,44701,2,tt2053463,Side Effects,2013,106.0,7.1,168466.0,Crime,6.35955334987593
3340,Side Effects,0.657,30000000,32172757,66742138,10,tt2053463,Side Effects,2013,106.0,7.1,168466.0,Crime,6.35955334987593
3341,Side Effects,0.657,200000,44701,44701,10,tt2053463,Side Effects,2013,106.0,7.1,168466.0,Crime,6.35955334987593
3342,Out of the Furnace,9.139,22000000,11330849,15434375,12,tt1206543,Out of the Furnace,2013,116.0,6.8,99037.0,Crime,6.35955334987593
3343,Ain't Them Bodies Saints,8.166,5000000,391611,1075009,8,tt2388637,Ain't Them Bodies Saints,2013,96.0,6.4,19464.0,Crime,6.35955334987593
3344,Blue Ruin,7.983,420000,258384,437002,4,tt2359024,Blue Ruin,2013,90.0,7.1,58811.0,Crime,6.35955334987593
3345,Blue Ruin,7.983,420000,258384,437002,4,tt2359024,Blue Ruin,2013,90.0,7.1,58811.0,Crime,6.35955334987593
3347,Cheap Thrills,6.406000000000001,100000,59424,59424,3,tt2389182,Cheap Thrills,2013,88.0,6.7,16429.0,Crime,6.35955334987593
3348,The Sweeney,6.4,4500000,26345,8000366,3,tt0857190,The Sweeney,2012,112.0,6.1,18095.0,Crime,6.35955334987593
3357,John Wick,78.123,30000000,43037835,76235001,10,tt2911666,John Wick,2014,101.0,7.4,449942.0,Crime,6.35955334987593
3358,The Equalizer,28.941999999999997,55000000,101530738,192903624,9,tt0455944,The Equalizer,2014,132.0,7.2,302302.0,Crime,6.35955334987593
3359,Nightcrawler,25.596999999999998,8500000,32381218,50334418,10,tt2872718,Nightcrawler,2014,117.0,7.9,404476.0,Crime,6.35955334987593
3360,Sin City: A Dame to Kill For,20.896,65000000,13757804,40650842,8,tt0458481,Sin City: A Dame to Kill For,2014,102.0,6.5,140666.0,Crime,6.35955334987593
3361,A Walk Among the Tombstones,19.373,28000000,26017685,62108587,9,tt0365907,A Walk Among the Tombstones,2014,114.0,6.5,105116.0,Crime,6.35955334987593
3362,Horrible Bosses 2,18.421,40000000,54445357,105945357,11,tt2170439,Horrible Bosses 2,2014,108.0,6.3,144442.0,Crime,6.35955334987593
3363,The Grand Budapest Hotel,18.31,31000000,59076019,163981261,3,tt2278388,The Grand Budapest Hotel,2014,99.0,8.1,633604.0,Crime,6.35955334987593
3364,RoboCop,17.851,120000000,58607007,242981799,2,tt1234721,RoboCop,2014,117.0,6.2,205798.0,Crime,6.35955334987593
3365,RoboCop,17.851,13000000,53424681,53424681,2,tt1234721,RoboCop,2014,117.0,6.2,205798.0,Crime,6.35955334987593
3366,The November Man,17.747,15000000,25018119,34820335,8,tt2402157,The November Man,2014,108.0,6.3,59293.0,Crime,6.35955334987593
3367,The Judge,16.464000000000002,50000000,47119388,76119388,10,tt1872194,The Judge,2014,141.0,7.4,162952.0,Crime,6.35955334987593
3368,The Judge,0.6,50000000,47119388,76119388,4,tt1872194,The Judge,2014,141.0,7.4,162952.0,Crime,6.35955334987593
3369,Escobar: Paradise Lost,15.924000000000001,17000000,195792,3917679,10,tt2515030,Escobar: Paradise Lost,2014,120.0,6.5,19419.0,Crime,6.35955334987593
3370,The Drop,14.795,12600000,10724389,19054534,9,tt1600196,The Drop,2014,106.0,7.1,132161.0,Crime,6.35955334987593
3371,No Good Deed,14.519,13200000,52543632,54323210,9,tt2011159,No Good Deed,2014,84.0,5.6,16045.0,Crime,6.35955334987593
3372,Inherent Vice,14.244000000000002,20000000,8110975,14772346,1,tt1791528,Inherent Vice,2014,148.0,6.7,83346.0,Crime,6.35955334987593
3373,Inherent Vice,14.244000000000002,20000000,8110975,14772346,1,tt1791528,Inherent Vice,2014,148.0,6.7,83346.0,Crime,6.35955334987593
3374,Sabotage,14.055,35000000,10508518,18376443,3,tt1742334,Sabotage,2014,109.0,5.7,55597.0,Crime,6.35955334987593
3375,Need for Speed,13.722999999999999,66000000,43568507,194169619,3,tt2369135,Need for Speed,2014,132.0,6.5,154909.0,Crime,6.35955334987593
3376,The Rover,13.527999999999999,8500000,1109199,3180252,7,tt2345737,The Rover,2014,103.0,6.4,40576.0,Crime,6.35955334987593
3377,A Most Violent Year,12.270999999999999,20000000,5749134,8846875,12,tt2937898,A Most Violent Year,2014,125.0,7.0,60165.0,Crime,6.35955334987593
3378,A Most Violent Year,12.270999999999999,20000000,5749134,8846875,12,tt2937898,A Most Violent Year,2014,125.0,7.0,60165.0,Crime,6.35955334987593
3379,Big Eyes,12.017000000000001,10000000,14482031,27317872,12,tt1126590,Big Eyes,2014,106.0,7.0,77447.0,Crime,6.35955334987593
3380,Blood Ties,12.003,26000000,42472,2923959,3,tt1747958,Blood Ties,2013,127.0,6.5,17771.0,Crime,6.35955334987593
3381,22 Jump Street,11.175999999999998,50000000,191719337,331333876,6,tt2294449,22 Jump Street,2014,112.0,7.0,319504.0,Crime,6.35955334987593
3382,Ride Along,10.831,25000000,134202565,153733800,1,tt1408253,Ride Along,2014,99.0,6.2,94529.0,Crime,6.35955334987593
3383,A Most Wanted Man,10.267000000000001,15000000,17237855,36068890,7,tt1972571,A Most Wanted Man,2014,122.0,6.8,67914.0,Crime,6.35955334987593
3384,Kill the Messenger,10.062000000000001,5000000,2450846,6656705,10,tt1216491,Kill the Messenger,2014,112.0,7.0,41231.0,Crime,6.35955334987593
3386,Brick Mansions,9.193999999999999,28000000,20396829,73421224,4,tt1430612,Brick Mansions,2014,90.0,5.7,37528.0,Crime,6.35955334987593
3387,Muppets Most Wanted,9.118,55000000,51178893,79312301,3,tt2281587,Muppets Most Wanted,2014,107.0,6.4,29018.0,Crime,6.35955334987593
3388,The Gambler,8.807,25000000,33680992,38718031,12,tt2039393,The Gambler,2014,111.0,6.0,59995.0,Crime,6.35955334987593
3389,The Gambler,8.807,3000000,51773,101773,12,tt2039393,The Gambler,2014,111.0,6.0,59995.0,Crime,6.35955334987593
3390,Joe,8.57,4000000,373375,373375,4,tt2382396,Joe,2013,117.0,6.9,42825.0,Crime,6.35955334987593
3391,Veronica Mars,7.821000000000001,6000000,3322127,3485383,3,tt2771372,Veronica Mars,2014,107.0,6.8,46751.0,Crime,6.35955334987593
3392,Dom Hemingway,7.254,7000000,523511,1857458,4,tt2402105,Dom Hemingway,2013,93.0,6.2,24557.0,Crime,6.35955334987593
3397,The Mule,6.1610000000000005,50000000,103804407,170857676,3,tt7959026,The Mule,2018,116.0,7.1,58955.0,Crime,6.35955334987593
3400,The Mule,33.83,50000000,103804407,170857676,12,tt7959026,The Mule,2018,116.0,7.1,58955.0,Crime,6.35955334987593
3411,The Girl on the Train,1.595,45000000,75395035,174278214,7,tt3631112,The Girl on the Train,2016,112.0,6.5,150977.0,Crime,6.35955334987593
3412,The Girl on the Train,11.927,45000000,75395035,174278214,10,tt3631112,The Girl on the Train,2016,112.0,6.5,150977.0,Crime,6.35955334987593
3413,The Girl on the Train,11.927,45000000,75395035,174278214,10,tt3631112,The Girl on the Train,2016,112.0,6.5,150977.0,Crime,6.35955334987593
3418,Breaking In,0.6,6000000,46840590,51411620,1,tt7137846,Breaking In,2018,88.0,5.4,10154.0,Crime,6.35955334987593
3419,Breaking In,12.187999999999999,6000000,46840590,51411620,5,tt7137846,Breaking In,2018,88.0,5.4,10154.0,Crime,6.35955334987593
3420,Child 44,26.386,50000000,1224330,8004221,4,tt1014763,Child 44,2015,137.0,6.5,59477.0,Crime,6.35955334987593
3421,Chappie,24.52,49000000,31569268,105002056,3,tt1823672,Chappie,2015,120.0,6.8,213733.0,Crime,6.35955334987593
3422,The Hateful Eight,20.680999999999997,62000000,54117416,147864886,12,tt3460252,The Hateful Eight,2015,168.0,7.8,434966.0,Crime,6.35955334987593
3423,The Hateful Eight,20.680999999999997,62000000,54117416,147864886,12,tt3460252,The Hateful Eight,2015,168.0,7.8,434966.0,Crime,6.35955334987593
3424,Sicario,20.468,30000000,46889293,84393749,9,tt3397884,Sicario,2015,121.0,7.6,328548.0,Crime,6.35955334987593
3425,Sicario,20.468,30000000,46889293,84393749,9,tt3397884,Sicario,2015,121.0,7.6,328548.0,Crime,6.35955334987593
3426,Blackhat,16.824,70000000,8005980,19665004,1,tt2717822,Blackhat,2015,133.0,5.4,48427.0,Crime,6.35955334987593
3429,Spotlight,16.354,20000000,45055776,92088460,11,tt1895587,Spotlight,2015,129.0,8.1,365110.0,Crime,6.35955334987593
3430,Spotlight,16.354,20000000,45055776,92088460,11,tt1895587,Spotlight,2015,129.0,8.1,365110.0,Crime,6.35955334987593
3431,Spotlight,0.6,20000000,45055776,92088460,1,tt1895587,Spotlight,2015,129.0,8.1,365110.0,Crime,6.35955334987593
3432,Paul Blart: Mall Cop 2,15.940999999999999,38000000,71091594,107650646,4,tt3450650,Paul Blart: Mall Cop 2,2015,94.0,4.4,30828.0,Crime,6.35955334987593
3433,Black Mass,14.645999999999999,53000000,62575678,98837872,9,tt1355683,Black Mass,2015,123.0,6.9,155847.0,Crime,6.35955334987593
3434,Black Mass,0.9590000000000001,53000000,62575678,98837872,5,tt1355683,Black Mass,2015,123.0,6.9,155847.0,Crime,6.35955334987593
3435,Hitman: Agent 47,14.082,35000000,22467450,82182803,8,tt2679042,Hitman: Agent 47,2015,96.0,5.7,80510.0,Crime,6.35955334987593
3436,The Transporter Refueled,13.427999999999999,22000000,16029670,69698495,9,tt2938956,The Transporter Refueled,2015,96.0,5.2,36201.0,Crime,6.35955334987593
3437,Mortdecai,13.263,60000000,7696134,30396134,1,tt3045616,Mortdecai,2015,107.0,5.5,61366.0,Crime,6.35955334987593
3438,Get Hard,12.129000000000001,40000000,90411453,106511453,3,tt2561572,Get Hard,2015,100.0,6.0,111187.0,Crime,6.35955334987593
